image,tag,score
0,stingray,1.3141605450073257e-05
0,mousetrap,1.3101787772029638e-05
0,tray,1.303872704738751e-05
0,tiger beetle,1.3034861694904976e-05
0,"dam, dike, dyke",1.3030697118665557e-05
0,digital clock,1.2964976122020744e-05
0,komondor,1.2957163562532514e-05
0,"sports car, sport car",1.2940850865561515e-05
0,marmoset,1.2907103155157529e-05
0,"spiny lobster, langouste, rock lobster, crawfish, crayfish, sea crawfish",1.2833471373596694e-05
0,"king penguin, Aptenodytes patagonica",1.280961532756919e-05
0,"jaguar, panther, Panthera onca, Felis onca",1.2805902770196553e-05
0,"American lobster, Northern lobster, Maine lobster, Homarus americanus",1.2799650903616566e-05
0,"ground beetle, carabid beetle",1.2714210242847912e-05
0,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour",1.2685034562309738e-05
0,barn,1.2533830158645287e-05
0,"hog, pig, grunter, squealer, Sus scrofa",1.2414357115630992e-05
0,"grey fox, gray fox, Urocyon cinereoargenteus",1.239047651324654e-05
0,"flagpole, flagstaff",1.2346090443315916e-05
0,broccoli,1.2332298865658231e-05
0,"plow, plough",1.2327925105637405e-05
0,chickadee,1.2293385225348175e-05
0,"file, file cabinet, filing cabinet",1.2286750461498741e-05
0,face powder,1.2282849638722837e-05
0,cassette,1.2245691323187202e-05
0,barometer,1.2218975825817324e-05
0,drake,1.2191797395644244e-05
0,dowitcher,1.2185101695649792e-05
0,"wild boar, boar, Sus scrofa",1.212936967931455e-05
0,"tiger, Panthera tigris",1.2102874279662501e-05
0,Kerry blue terrier,1.2100912499590777e-05
0,"bookshop, bookstore, bookstall",1.206779052154161e-05
0,"dishrag, dishcloth",1.2065776900271885e-05
0,"green snake, grass snake",1.20563454402145e-05
0,pinwheel,1.2050689292664174e-05
0,"bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis",1.2044347386108711e-05
0,"airship, dirigible",1.204256659548264e-05
0,necklace,1.1983313925156835e-05
0,hamper,1.194449851027457e-05
0,"pool table, billiard table, snooker table",1.1892123438883573e-05
0,holster,1.1831038136733696e-05
0,"European fire salamander, Salamandra salamandra",1.1825984984170645e-05
0,"chow, chow chow",1.1784048183471896e-05
0,"butcher shop, meat market",1.1782632100221235e-05
0,"cocker spaniel, English cocker spaniel, cocker",1.1765284398279618e-05
0,"traffic light, traffic signal, stoplight",1.1756412277463824e-05
0,spaghetti squash,1.171781786979409e-05
0,"coyote, prairie wolf, brush wolf, Canis latrans",1.1692566658894066e-05
0,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",1.1663788427540567e-05
0,sea snake,1.1592737791943364e-05
0,"Siamese cat, Siamese",1.1585332686081529e-05
0,French bulldog,1.1563322914298624e-05
0,"proboscis monkey, Nasalis larvatus",1.151657215814339e-05
0,"Eskimo dog, husky",1.1398161404940765e-05
0,"mountain bike, all-terrain bike, off-roader",1.1397346497687977e-05
0,wire-haired fox terrier,1.1338316653564107e-05
0,"Scottish deerhound, deerhound",1.1318189535813872e-05
0,spoonbill,1.1212773642910179e-05
0,water jug,1.1110681953141466e-05
0,potpie,1.1096047273895238e-05
0,"vacuum, vacuum cleaner",1.103756767406594e-05
0,moving van,1.1016944881703239e-05
0,"Maltese dog, Maltese terrier, Maltese",1.0926832146651577e-05
0,water tower,1.0875787666009273e-05
0,"binder, ring-binder",1.0861720511456951e-05
0,"German shepherd, German shepherd dog, German police dog, alsatian",1.0779281183204148e-05
0,redbone,1.0760444638435729e-05
0,anemone fish,1.0758125426946208e-05
0,"tiger shark, Galeocerdo cuvieri",1.072484337782953e-05
0,Sussex spaniel,1.0690929229895119e-05
0,stove,1.060060276358854e-05
0,"long-horned beetle, longicorn, longicorn beetle",1.0599804227240384e-05
0,"microwave, microwave oven",1.0587316864985041e-05
0,banded gecko,1.058024190569995e-05
0,Border terrier,1.0560946066107135e-05
0,jay,1.0520164323679637e-05
0,"rock beauty, Holocanthus tricolor",1.0505395948712248e-05
0,thimble,1.0489339729247149e-05
0,"refrigerator, icebox",1.0461257261340506e-05
0,fireboat,1.044127293425845e-05
0,"lacewing, lacewing fly",1.0438186109240633e-05
0,vault,1.038893788063433e-05
0,flamingo,1.0379154446127359e-05
0,"grille, radiator grille",1.0378352271800395e-05
0,"Sealyham terrier, Sealyham",1.0319943612557836e-05
0,"leaf beetle, chrysomelid",1.0318851309421007e-05
0,four-poster,1.0289940291841049e-05
0,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",1.0243335054838099e-05
0,car mirror,1.0238197319267783e-05
0,"caldron, cauldron",1.0213748282694723e-05
0,photocopier,1.0200325050391257e-05
0,"lens cap, lens cover",1.0171213034482207e-05
0,water snake,1.002790577331325e-05
0,sewing machine,9.966134712158237e-06
0,Brittany spaniel,9.94229776551947e-06
0,airliner,9.912324458127841e-06
0,"red fox, Vulpes vulpes",9.84608141152421e-06
0,"radio telescope, radio reflector",9.8261207313044e-06
0,suspension bridge,9.811381460167468e-06
0,pill bottle,9.800776751944795e-06
0,"mouse, computer mouse",9.7842093964573e-06
0,shower cap,9.74948488874361e-06
0,jellyfish,9.735733328852803e-06
0,electric guitar,9.735315870784689e-06
0,comic book,9.706383025331888e-06
0,shopping basket,9.701413546281401e-06
0,combination lock,9.685790246294346e-06
0,"book jacket, dust cover, dust jacket, dust wrapper",9.673420208855532e-06
0,cauliflower,9.666292498877738e-06
0,"spotted salamander, Ambystoma maculatum",9.653154847910628e-06
0,"paddle, boat paddle",9.64577429840574e-06
0,warthog,9.637921721150633e-06
0,"lycaenid, lycaenid butterfly",9.539018719806336e-06
0,"ballpoint, ballpoint pen, ballpen, Biro",9.518053957435768e-06
0,"chiffonier, commode",9.487893294135574e-06
0,"marimba, xylophone",9.47530770645244e-06
0,eggnog,9.468224561715033e-06
0,"bagel, beigel",9.44994008023059e-06
0,"night snake, Hypsiglena torquata",9.384119948663283e-06
0,bison,9.36040760279866e-06
0,burrito,9.341696568299085e-06
0,"ringneck snake, ring-necked snake, ring snake",9.317807780462317e-06
0,"house finch, linnet, Carpodacus mexicanus",9.28523422771832e-06
0,toilet seat,9.242228770744987e-06
0,"barracouta, snoek",9.22435265238164e-06
0,"hip, rose hip, rosehip",9.159501132671721e-06
0,"red-backed sandpiper, dunlin, Erolia alpina",9.14216161618242e-06
0,crash helmet,9.048707397596445e-06
0,tusker,9.029552529682405e-06
0,standard poodle,9.018046512210276e-06
0,"Pekinese, Pekingese, Peke",9.011135261971503e-06
0,"borzoi, Russian wolfhound",8.954927579907235e-06
0,"ballplayer, baseball player",8.935332516557537e-06
0,whistle,8.903570233087521e-06
0,modem,8.886408977559768e-06
0,"hippopotamus, hippo, river horse, Hippopotamus amphibius",8.73006138135679e-06
0,bee,8.693596100783907e-06
0,"brambling, Fringilla montifringilla",8.671074283483904e-06
0,planetarium,8.668783266330138e-06
0,"porcupine, hedgehog",8.66370100993663e-06
0,"nematode, nematode worm, roundworm",8.591550795244984e-06
0,golden retriever,8.541966963093728e-06
0,waffle iron,8.467939551337622e-06
0,snowmobile,8.41202290757792e-06
0,stretcher,8.38882988318801e-06
0,"corkscrew, bottle screw",8.330742275575176e-06
0,bib,8.298319698951673e-06
0,"prayer rug, prayer mat",8.274642823380418e-06
0,"solar dish, solar collector, solar furnace",8.25268762127962e-06
0,chest,8.246212928497698e-06
0,"breastplate, aegis, egis",8.23432310426142e-06
0,"bald eagle, American eagle, Haliaeetus leucocephalus",8.231206265918445e-06
0,"drum, membranophone, tympan",8.213821274694055e-06
0,bookcase,8.047458322835155e-06
0,"mobile home, manufactured home",8.040231477934867e-06
0,"rule, ruler",8.014677405299153e-06
0,beaver,7.992648534127511e-06
0,space shuttle,7.932861990411766e-06
0,ski,7.860034202167299e-06
0,vending machine,7.837226803530939e-06
0,"passenger car, coach, carriage",7.83429823059123e-06
0,half track,7.768187060719356e-06
0,gazelle,7.757682396913879e-06
0,plate,7.72682687966153e-06
0,"barrel, cask",7.720654139120597e-06
0,Brabancon griffon,7.718040251347702e-06
0,"lumbermill, sawmill",7.714727871643845e-06
0,"bullet train, bullet",7.71178565628361e-06
0,dough,7.708690645813476e-06
0,"quilt, comforter, comfort, puff",7.701885806454811e-06
0,bluetick,7.697070032008924e-06
0,"ibex, Capra ibex",7.683705916861072e-06
0,packet,7.6225592238188256e-06
0,beagle,7.6132673711981624e-06
0,"killer whale, killer, orca, grampus, sea wolf, Orcinus orca",7.459665084752487e-06
0,English setter,7.454671958839754e-06
0,"hammerhead, hammerhead shark",7.44937096897047e-06
0,"organ, pipe organ",7.421807367791189e-06
0,bottlecap,7.352653938141884e-06
0,tarantula,7.293772796401754e-06
0,soup bowl,7.234141321532661e-06
0,"chocolate sauce, chocolate syrup",7.20631624062662e-06
0,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",7.1887234298628755e-06
0,Dutch oven,7.172363893914735e-06
0,keeshond,7.165547685872298e-06
0,"hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa",7.092651230777847e-06
0,"hard disc, hard disk, fixed disk",7.067378646752331e-06
0,"Irish setter, red setter",7.028997970337514e-06
0,"racer, race car, racing car",7.005601673881756e-06
0,"great grey owl, great gray owl, Strix nebulosa",6.963862688280642e-06
0,guacamole,6.955334356462117e-06
0,eft,6.939611921552569e-06
0,guillotine,6.908800060045905e-06
0,"goldfish, Carassius auratus",6.904268502694322e-06
0,parking meter,6.894451416883385e-06
0,paper towel,6.8936756179027725e-06
0,"grasshopper, hopper",6.857336757093435e-06
0,"Cardigan, Cardigan Welsh corgi",6.846855285402853e-06
0,ptarmigan,6.839272373326821e-06
0,shower curtain,6.835105523350649e-06
0,"teddy, teddy bear",6.823388503107708e-06
0,llama,6.798174126743106e-06
0,"skunk, polecat, wood pussy",6.787356142012868e-06
0,desktop computer,6.783531262044562e-06
0,"dugong, Dugong dugon",6.768532784917625e-06
0,English foxhound,6.750328338966938e-06
0,football helmet,6.7457913246471435e-06
0,"screen, CRT screen",6.744472557329573e-06
0,langur,6.737639068887802e-06
0,pencil sharpener,6.6982443058805075e-06
0,"cab, hack, taxi, taxicab",6.6876100390800275e-06
0,"Norwegian elkhound, elkhound",6.649167517025489e-06
0,boathouse,6.635003501287429e-06
0,"theater curtain, theatre curtain",6.614218364120461e-06
0,"pedestal, plinth, footstall",6.613915502384771e-06
0,steel arch bridge,6.607982868445106e-06
0,hen,6.517700967378914e-06
0,"rubber eraser, rubber, pencil eraser",6.504394150397275e-06
0,"amphibian, amphibious vehicle",6.493529326689895e-06
0,"fire engine, fire truck",6.489796305686468e-06
0,"pug, pug-dog",6.474650490417844e-06
0,cup,6.427635071304394e-06
0,"black widow, Latrodectus mactans",6.398913228622405e-06
0,"church, church building",6.390625003405148e-06
0,"guinea pig, Cavia cobaya",6.389455393218668e-06
0,envelope,6.370915343723027e-06
0,"otterhound, otter hound",6.329993539111456e-06
0,ambulance,6.309249329206068e-06
0,"cicada, cicala",6.300284439930692e-06
0,gondola,6.243277312023565e-06
0,"stopwatch, stop watch",6.202601525728824e-06
0,Labrador retriever,6.180011041578837e-06
0,Tibetan mastiff,6.114579718996538e-06
0,dome,6.112259598012315e-06
0,"carousel, carrousel, merry-go-round, roundabout, whirligig",6.085887434892356e-06
0,"unicycle, monocycle",6.079332251829328e-06
0,triceratops,6.062889042368624e-06
0,cabbage butterfly,6.007566298649181e-06
0,Model T,6.001564997859532e-06
0,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",5.973739007458789e-06
0,"African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus",5.9327876442694105e-06
0,"lion, king of beasts, Panthera leo",5.903850251343101e-06
0,espresso maker,5.858855729456991e-06
0,Shih-Tzu,5.775205409008777e-06
0,"dhole, Cuon alpinus",5.690953003067989e-06
0,sorrel,5.671469807566609e-06
0,"letter opener, paper knife, paperknife",5.640691142616561e-06
0,German short-haired pointer,5.607870662061032e-06
0,"china cabinet, china closet",5.6030221458058804e-06
0,whiskey jug,5.582029643846909e-06
0,forklift,5.5812047321524005e-06
0,"Staffordshire bullterrier, Staffordshire bull terrier",5.574028818955412e-06
0,"leopard, Panthera pardus",5.5695654737064615e-06
0,"silky terrier, Sydney silky",5.566623713093577e-06
0,sliding door,5.543092356674606e-06
0,bustard,5.513572887139162e-06
0,cricket,5.467614755616523e-06
0,"bobsled, bobsleigh, bob",5.444216640171362e-06
0,"puffer, pufferfish, blowfish, globefish",5.413571670942474e-06
0,"American black bear, black bear, Ursus americanus, Euarctos americanus",5.388471436162945e-06
0,"pop bottle, soda bottle",5.3750350161863025e-06
0,"ram, tup",5.358559519663686e-06
0,potter's wheel,5.340387360774912e-06
0,"Saint Bernard, St Bernard",5.242131919658277e-06
0,"paddlewheel, paddle wheel",5.236225661064964e-06
0,steel drum,5.210144536249572e-06
0,"streetcar, tram, tramcar, trolley, trolley car",5.209508344705682e-06
0,"snow leopard, ounce, Panthera uncia",5.19944251209381e-06
0,schipperke,5.1771521611954086e-06
0,"ruddy turnstone, Arenaria interpres",5.169376890989952e-06
0,miniature pinscher,5.156294264452299e-06
0,"king crab, Alaska crab, Alaskan king crab, Alaska king crab, Paralithodes camtschatica",5.093603249406442e-06
0,black grouse,5.047423655923922e-06
0,"trolleybus, trolley coach, trackless trolley",5.037108621763764e-06
0,kelpie,5.0249504965904634e-06
0,scabbard,5.0013709369522985e-06
0,knee pad,4.99350244353991e-06
0,"bicycle-built-for-two, tandem bicycle, tandem",4.98367353429785e-06
0,throne,4.967459972249344e-06
0,Crock Pot,4.9356840463588014e-06
0,oxygen mask,4.931238436256535e-06
0,"drilling platform, offshore rig",4.913133125228342e-06
0,"tobacco shop, tobacconist shop, tobacconist",4.912242275167955e-06
0,"chime, bell, gong",4.908173195872223e-06
0,"confectionery, confectionary, candy store",4.890520813205512e-06
0,"electric ray, crampfish, numbfish, torpedo",4.850995992455864e-06
0,"impala, Aepyceros melampus",4.8425322347611655e-06
0,table lamp,4.834595529246144e-06
0,sturgeon,4.792043910128996e-06
0,window shade,4.771927251567831e-06
0,"submarine, pigboat, sub, U-boat",4.757196165883215e-06
0,"red-breasted merganser, Mergus serrator",4.715869636129355e-06
0,padlock,4.645688932214398e-06
0,"Dandie Dinmont, Dandie Dinmont terrier",4.620226263796212e-06
0,"African grey, African gray, Psittacus erithacus",4.583860118145822e-06
0,"hyena, hyaena",4.575976163323503e-06
0,oil filter,4.55810186394956e-06
0,tennis ball,4.5565720938611776e-06
0,plate rack,4.553622147795977e-06
0,"tow truck, tow car, wrecker",4.517690285865683e-06
0,eel,4.5091373976902105e-06
0,banjo,4.454934241948649e-06
0,"tree frog, tree-frog",4.366077519080136e-06
0,water bottle,4.3647578422678635e-06
0,"bloodhound, sleuthhound",4.363958851172356e-06
0,"plane, carpenter's plane, woodworking plane",4.362048457551282e-06
0,pickelhaube,4.352138603280764e-06
0,"hook, claw",4.274734692444326e-06
0,goblet,4.264136350684566e-06
0,fly,4.244531282893149e-06
0,"pickup, pickup truck",4.242548584443284e-06
0,"water ouzel, dipper",4.236795120959869e-06
0,"ostrich, Struthio camelus",4.181576514383778e-06
0,cradle,4.169502972217742e-06
0,"brown bear, bruin, Ursus arctos",4.153009740548441e-06
0,trimaran,4.149149845034117e-06
0,go-kart,4.1239500205847435e-06
0,"parachute, chute",4.1199127736035734e-06
0,hartebeest,4.1040075302589685e-06
0,"gar, garfish, garpike, billfish, Lepisosteus osseus",4.071393959748093e-06
0,shopping cart,4.070990144100506e-06
0,jack-o'-lantern,4.026425358460983e-06
0,cheeseburger,4.0251507016364485e-06
0,"electric fan, blower",4.014110345451627e-06
0,lifeboat,3.987797754234634e-06
0,"punching bag, punch bag, punching ball, punchball",3.910014584107557e-06
0,"grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus",3.906648998963647e-06
0,stage,3.883403223881032e-06
0,wall clock,3.851297606161097e-06
0,"pick, plectrum, plectron",3.8223615774768405e-06
0,papillon,3.8137063711474184e-06
0,"Afghan hound, Afghan",3.780644419748569e-06
0,"parallel bars, bars",3.741151886060834e-06
0,spatula,3.67916277355107e-06
0,Border collie,3.672106458907365e-06
0,jigsaw puzzle,3.645577180577675e-06
0,"switch, electric switch, electrical switch",3.5847988328896463e-06
0,rotisserie,3.570686885723262e-06
0,otter,3.5655655210575787e-06
0,"cougar, puma, catamount, mountain lion, painter, panther, Felis concolor",3.5559114621719345e-06
0,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",3.550537030605483e-06
0,weevil,3.482534111753921e-06
0,"bannister, banister, balustrade, balusters, handrail",3.4789525216183392e-06
0,"clumber, clumber spaniel",3.4697279716056073e-06
0,electric locomotive,3.434528025536565e-06
0,"pitcher, ewer",3.434256086620735e-06
0,spindle,3.3724149943736847e-06
0,tiger cat,3.3641049412835855e-06
0,window screen,3.3497401545901084e-06
0,freight car,3.3483986499049934e-06
0,steam locomotive,3.258715423726244e-06
0,vestment,3.127247964584967e-06
0,leafhopper,3.0923210943001322e-06
0,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch",3.059227992707747e-06
0,yawl,2.966697820738773e-06
0,"guenon, guenon monkey",2.964525947390939e-06
0,ladle,2.9348316274990793e-06
0,"dining table, board",2.9182226626289776e-06
0,flat-coated retriever,2.9172042559366673e-06
0,"wolf spider, hunting spider",2.9151242415537126e-06
0,"flatworm, platyhelminth",2.908795067924075e-06
0,turnstile,2.8519084480649326e-06
0,scoreboard,2.8293882223806577e-06
0,joystick,2.826990112225758e-06
0,"puck, hockey puck",2.736495616773027e-06
0,"lampshade, lamp shade",2.735717998803011e-06
0,screwdriver,2.6619723030307796e-06
0,black-and-tan coonhound,2.6371767489763442e-06
0,"loupe, jeweler's loupe",2.6331053959438577e-06
0,"saltshaker, salt shaker",2.538466105761472e-06
0,chain,2.5076124074985273e-06
0,coffeepot,2.495673925295705e-06
0,"home theater, home theatre",2.4922135253291344e-06
0,teapot,2.463436658217688e-06
0,milk can,2.4606190436315956e-06
0,paintbrush,2.444168103465927e-06
0,"wallet, billfold, notecase, pocketbook",2.444168103465927e-06
0,"fire screen, fireguard",2.4217085865529953e-06
0,"platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus",2.3092859464668436e-06
0,"dishwasher, dish washer, dishwashing machine",2.307998101969133e-06
0,coffee mug,2.2419794731831644e-06
0,"bakery, bakeshop, bakehouse",2.2214096588868415e-06
0,muzzle,2.1634807580994675e-06
0,beaker,2.134278474841267e-06
0,"disk brake, disc brake",2.1300265871104784e-06
0,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",2.128166670445353e-06
0,"carpenter's kit, tool kit",2.1050202576589072e-06
0,hourglass,2.096185880873236e-06
0,wooden spoon,2.0474403754633386e-06
0,"medicine chest, medicine cabinet",2.026740958172013e-06
0,trifle,1.997718072743737e-06
0,"piggy bank, penny bank",1.983792344617541e-06
0,strainer,1.9060778413404478e-06
0,"dogsled, dog sled, dog sleigh",1.8301120690011885e-06
0,"redshank, Tringa totanus",1.8089459672410158e-06
0,mixing bowl,1.8012131022260292e-06
0,"dock, dockage, docking facility",1.7786128410079982e-06
0,"crib, cot",1.6841544265844277e-06
0,"cinema, movie theater, movie theatre, movie house, picture palace",1.671802010605461e-06
0,"snowplow, snowplough",1.623581965759513e-06
0,Christmas stocking,1.6189775351449498e-06
0,"great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias",1.5997069340301096e-06
0,altar,1.5968414572853362e-06
0,nipple,1.5607955674568075e-06
0,"ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus",1.5497189451707527e-06
0,"shield, buckler",1.4430456758418586e-06
0,"prison, prison house",1.3806034075969364e-06
0,library,1.3629751265398227e-06
0,"ice cream, icecream",1.320861883868929e-06
0,soap dispenser,1.2433011988832732e-06
0,barbershop,1.0405392458778806e-06
0,bassinet,9.018679065775359e-07
0,toyshop,8.748858704166196e-07
0,nail,8.705829372956941e-07
0,"pizza, pizza pie",6.942891559447162e-07
